Identifier,Time_h,Replicate,Peak_Nr,Area_All,Ampl_64,Area_64,Area_66,Ampl_66,d34S,Type,Measurement,Date
lower,295,6,3,35.54,1345,33.922,1.618,6409,-3.179,sample,sulfate,20220218
lower,295,6,4,30.266,1507,28.884,1.382,7210,0.105,sample,sulfate,20220218
lower,295,6,5,30.673,1513,29.273,1.4,7239,0.171,sample,sulfate,20220218
AGS_2,,,1,30.395,1507,29.007,1.388,7209,0,standard,,20220218
AGS_2,,,2,30.522,1510,29.128,1.393,7224,-0.042,standard,,20220218
AGS_2,,,3,28.104,1063,26.82,1.284,5082,0.808,standard,,20220218
AGS_2,,,4,30.219,1504,28.839,1.38,7197,0.072,standard,,20220218
AGS_2,,,5,30.559,1510,29.163,1.395,7226,0.095,standard,,20220218
AGS_2,,,1,30.405,1506,29.016,1.388,7207,0,standard,,20220218
AGS_2,,,2,30.513,1509,29.12,1.393,7217,-0.068,standard,,20220218
AGS_2,,,3,44.851,1655,42.801,2.05,7919,0.925,standard,,20220218
AGS_2,,,4,30.33,1506,28.945,1.385,7208,0.015,standard,,20220218
AGS_2,,,5,30.795,1521,29.388,1.406,7279,0.101,standard,,20220218
SID9,,,1,30.435,1509,29.045,1.39,7222,0,standard,,20220218
SID9,,,2,30.569,1511,29.173,1.396,7227,-0.02,standard,,20220218
SID9,,,3,46.547,1727,44.44,2.107,8178,-9.898,standard,,20220218
SID9,,,4,30.322,1507,28.938,1.385,7213,0.045,standard,,20220218
SID9,,,5,30.643,1511,29.243,1.399,7233,0.137,standard,,20220218
SID9,,,1,30.461,1508,29.07,1.391,7217,0,standard,,20220218
SID9,,,2,30.567,1510,29.171,1.396,7225,-0.001,standard,,20220218
SID9,,,3,96.205,3560,91.85,4.355,16869,-10.042,standard,,20220218
SID9,,,4,30.384,1508,28.997,1.387,7218,-0.1,standard,,20220218
SID9,,,5,30.604,1511,29.207,1.398,7233,-0.05,standard,,20220218
SW,,,1,30.461,1509,29.07,1.391,7220,0,standard,,20220218
SW,,,2,30.621,1512,29.222,1.398,7234,0,standard,,20220218
SW,,,3,37.081,1413,35.361,1.72,6871,18.234,standard,,20220218
SW,,,4,30.241,1506,28.86,1.381,7205,0.09,standard,,20220218
SW,,,5,30.636,1510,29.237,1.399,7227,0.13,standard,,20220218
SW,,,1,30.442,1508,29.052,1.39,7218,0,standard,,20220218
SW,,,2,30.565,1510,29.169,1.396,7227,-0.028,standard,,20220218
SW,,,3,35.265,1323,33.629,1.637,6432,18.463,standard,,20220218
SW,,,4,30.283,1505,28.899,1.383,7206,0.081,standard,,20220218
SW,,,5,30.58,1511,29.184,1.397,7233,0.125,standard,,20220218
high,151,5,1,30.422,1505,29.032,1.39,7206,0,sample,sulfate,20220218
high,151,5,2,30.533,1510,29.138,1.395,7229,-0.007,sample,sulfate,20220218
high,151,5,3,64.234,2407,61.305,2.929,11488,-0.399,sample,sulfate,20220218
high,151,5,4,30.344,1507,28.958,1.386,7215,-0.028,sample,sulfate,20220218
high,151,5,5,30.587,1510,29.189,1.398,7231,0.034,sample,sulfate,20220218
high,151,6,1,30.427,1507,29.037,1.39,7214,0,sample,sulfate,20220218
high,151,6,2,30.57,1507,29.174,1.397,7215,0.009,sample,sulfate,20220218
high,151,6,3,35.949,1364,34.31,1.639,6509,-1.511,sample,sulfate,20220218
high,151,6,4,30.203,1501,28.823,1.38,7186,0.03,sample,sulfate,20220218
high,151,6,5,30.498,1506,29.104,1.394,7210,0.045,sample,sulfate,20220218
high,295,5,1,30.307,1502,28.922,1.385,7192,0,sample,sulfate,20220218
high,295,5,2,30.467,1503,29.075,1.392,7197,-0.071,sample,sulfate,20220218
high,295,5,3,23.373,877,22.307,1.066,4185,-2.299,sample,sulfate,20220218
high,295,5,4,30.175,1501,28.796,1.379,7185,-0.103,sample,sulfate,20220218
high,295,5,5,30.542,1507,29.146,1.396,7215,-0.066,sample,sulfate,20220218
high,295,6,1,30.259,1507,28.877,1.382,7214,0,sample,sulfate,20220218
high,295,6,2,30.368,1508,28.981,1.387,7219,-0.037,sample,sulfate,20220218
high,295,6,3,24.135,910,23.035,1.1,4340,-3.555,sample,sulfate,20220218
high,295,6,4,30.266,1506,28.883,1.383,7212,-0.017,sample,sulfate,20220218
high,295,6,5,30.655,1510,29.254,1.401,7230,0.01,sample,sulfate,20220218
medium,101.5,5,1,32.399,1594,30.919,1.48,7634,0,sample,sulfate,20220218
medium,101.5,5,2,30.83,1519,29.421,1.409,7274,-0.018,sample,sulfate,20220218
medium,101.5,5,3,19.719,726,18.82,0.9,3467,-1.544,sample,sulfate,20220218
medium,101.5,5,4,30.297,1508,28.913,1.384,7222,-0.03,sample,sulfate,20220218
medium,101.5,5,5,30.563,1514,29.166,1.396,7248,0.068,sample,sulfate,20220218
medium,101.5,6,1,30.514,1509,29.12,1.394,7222,0,sample,sulfate,20220218
medium,101.5,6,2,30.627,1512,29.228,1.399,7240,-0.052,sample,sulfate,20220218
medium,101.5,6,3,36.067,1410,34.422,1.645,6732,-1.851,sample,sulfate,20220218
medium,101.5,6,4,30.315,1510,28.93,1.385,7229,-0.068,sample,sulfate,20220218
medium,101.5,6,5,30.627,1515,29.228,1.399,7253,-0.004,sample,sulfate,20220218
medium,83,4,1,30.605,1518,29.207,1.398,7267,0,sample,sulfate,20220218
medium,83,4,2,30.748,1521,29.343,1.404,7282,-0.08,sample,sulfate,20220218
medium,83,4,3,151.128,5369,144.23,6.898,25662,-0.902,sample,sulfate,20220218
medium,83,4,4,30.846,1529,29.438,1.409,7318,-0.311,sample,sulfate,20220218
medium,83,4,5,31.087,1533,29.667,1.42,7334,-0.244,sample,sulfate,20220218
medium,83,5,1,30.915,1531,29.503,1.412,7325,0,sample,sulfate,20220218
medium,83,5,2,31.058,1533,29.64,1.418,7333,-0.044,sample,sulfate,20220218
medium,83,5,3,144.872,5218,138.263,6.609,24932,-1.141,sample,sulfate,20220218
medium,83,5,4,33.679,1665,32.141,1.538,7964,-0.218,sample,sulfate,20220218
medium,83,5,5,33.727,1661,32.187,1.54,7947,-0.267,sample,sulfate,20220218
medium,83,6,1,33.376,1648,31.853,1.523,7880,0,sample,sulfate,20220218
medium,83,6,2,33.424,1649,31.899,1.526,7885,0.041,sample,sulfate,20220218
medium,83,6,3,134.847,4826,128.702,6.145,23034,-1.928,sample,sulfate,20220218
medium,83,6,4,32.992,1633,31.486,1.506,7810,-0.284,sample,sulfate,20220218
medium,83,6,5,33.198,1634,31.683,1.515,7813,-0.322,sample,sulfate,20220218
AGS_2,,,1,32.65,1615,31.156,1.494,7744,0,standard,,20220218
AGS_2,,,2,32.743,1617,31.245,1.498,7753,-0.067,standard,,20220218
AGS_2,,,3,23.782,890,22.693,1.089,4266,0.587,standard,,20220218
AGS_2,,,4,32.447,1616,30.963,1.484,7749,-0.198,standard,,20220218
AGS_2,,,5,32.852,1623,31.349,1.503,7779,-0.171,standard,,20220218
SID9,,,1,32.617,1615,31.13,1.487,7715,0,standard,,20220218
SID9,,,2,32.698,1616,31.207,1.49,7716,-0.04,standard,,20220218
SID9,,,3,69.097,2500,65.975,3.121,11816,-10.3,standard,,20220218
SID9,,,4,32.398,1610,30.922,1.476,7688,-0.341,standard,,20220218
SID9,,,5,32.658,1615,31.17,1.488,7710,-0.384,standard,,20220218
SID9,,,1,32.596,1614,31.108,1.489,7721,0,standard,,20220218
SID9,,,2,32.688,1617,31.195,1.493,7736,-0.014,standard,,20220218
SID9,,,3,52.166,1868,49.806,2.361,8844,-10.29,standard,,20220218
SID9,,,4,32.386,1611,30.907,1.479,7707,-0.136,standard,,20220218
SID9,,,5,32.734,1615,31.239,1.495,7726,-0.082,standard,,20220218
SW,,,1,32.53,1607,31.041,1.489,7706,0,standard,,20220218
SW,,,2,32.624,1610,31.131,1.493,7722,-0.016,standard,,20220218
SW,,,3,35.963,1322,34.291,1.672,6439,18.175,standard,,20220218
SW,,,4,30.536,1520,29.139,1.397,7289,-0.118,standard,,20220218
SW,,,5,30.918,1527,29.503,1.415,7326,-0.082,standard,,20220218
SW,,,1,31.033,1536,29.613,1.42,7368,0,standard,,20220218
SW,,,2,31.116,1538,29.692,1.424,7376,0.008,standard,,20220218
SW,,,3,35.19,1236,33.554,1.636,6021,18.342,standard,,20220218
SW,,,4,32.747,1636,31.249,1.498,7846,-0.07,standard,,20220218
SW,,,5,33.391,1642,31.863,1.528,7875,0.013,standard,,20220218
